0.27815,0.0045248,0.0013542,0.0057583,0.033605,0.075799,2
0.24474,0.015176,0.022844,0.019697,0.00068407,0.00086534,2
0.045247,0.00099901,0.0065437,0.064045,0.011558,0.044891,2
0.043218,0.039149,0.051592,0.006534,0.0043698,0.015957,2
0.0036107,0.055843,0.0043677,0.0075285,0.0017375,0.0077714,2
0.43613,2.56e-06,0.048929,0.0082084,0.00045582,0.011321,2
0.077841,0.0011022,0.044944,0.0039627,0.035797,0.03974,2
0.002401,0.039125,0.024336,0.00024964,0.047611,0.080231,2
0.43771,0.0144,0.049729,0.031188,4.1602e-05,0.0034987,2
0.024211,0.015926,0.065741,0.00093025,0.03824,0.041331,2
0.031898,0.00088804,0.035269,0.002809,0.011015,0.026341,2
0.038809,0.023104,0.002043,0.000144,0.0056475,0.0067733,2
0.20575,0.032328,0.01065,0.041189,4.5563e-05,0.0087891,2
0.098973,0.18387,0.00034596,0.011589,0.034969,0.06091,2
0.015129,0.17758,0.023963,0.014544,0.008281,0.017017,2
0.028291,0.031117,0.00088804,0.027539,0.00055225,0.0001113,2
0.00050176,0.0055354,0.024524,0.0056175,0.00019881,0.000398,2
0.0027668,0.063001,0.032689,0.016474,0.00040602,0.0023863,2
1.936e-05,0.021258,6.4e-07,0.0030969,0.00060762,0.0057836,2
0.0029376,0.077953,0.10641,0.042292,0.000841,0.0014592,2
0.02244,0.0035284,0.013877,0.021272,0.00058322,0.00029412,2
0.004225,0.015775,0.019994,0.013924,0.0066994,0.0029648,2
0.042932,0.00041616,0.040723,0.0005736,0.014581,0.027357,2
0.011364,0.0004,0.058274,0.0045024,0.02468,0.010292,2
0.001681,0.074093,0.026439,0.018851,0.0053729,0.0031248,2
2.304e-05,0.009604,0.0015524,0.024383,0.000504,0.00031329,2
0.0056852,0.014641,0.010201,2.7562e-05,6.25e-06,0.001681,2
0.000121,0.085615,0.021025,0.00068382,0.00017161,0.0008673,2
0.00080656,0.01,0.006561,0.028477,0.0042055,2.025e-05,2
0.004706,0.056739,0.003844,0.0049491,0.011225,0.010292,2
0.010899,0.010941,0.013549,0.029053,0.00021316,0.0043296,2
0.000324,0.00020164,0.0056852,0.00031506,0.0044823,0.0075864,2
0.028493,0.041128,0.001129,0.0020794,0.003289,0.011556,2
0.010899,0.041372,0.000784,2.5e-05,0.0028356,0.0057988,2
0.013179,6.084e-05,0.017213,0.0080013,8.5562e-05,0.0074823,2
0.015031,9e-06,0.0068228,0.0088172,0.0001221,0.00060025,2
0.01012,0.027423,0.000729,0.0093993,0.0021114,0.0004,2
0.00051076,0.25725,3.136e-05,0.0066749,0.002034,6.4803e-05,2
0.018387,0.1129,0.001239,0.046075,0.0072335,0.00026569,2
0.000121,0.04964,0.018279,0.012939,0.0023136,0.0024059,2
0.0055354,0.093758,0.0070896,0.014677,7.29e-06,0.0098208,2
0.023165,0.004225,0.0013104,4.6922e-05,0.00999,0.008136,2
0.0049562,0.035872,0.001129,0.00026569,0.0023088,0.0077969,2
0.002642,0.00026244,0.00026244,5.184e-05,0.0002387,0.0018148,2
0.00098596,0.049107,0.031898,0.036653,0.0094576,0.00015129,2
5.476e-05,0.096845,0.006178,0.0098804,0.0010857,0.0019184,2
0.000121,0.003364,0.02262,0.00252,0.0014823,0.0005978,2
0.039125,0.049195,0.0064964,0.0072761,0.0023088,0.00037249,2
0.00044944,0.084448,0.026634,1.764e-05,0.001369,0.0030085,2
0.31047,0.024398,0.00017956,0.036271,1.369e-05,0.0023232,2
0.052349,0.0097614,0.00043264,0.00088209,0.053153,0.069485,2
0.030695,5.776e-05,0,0.012343,0.038809,0.021345,2
0.014448,0.026962,0.024398,0.0071318,3.0625e-06,0.0075777,2
0.012056,0.00053824,0.002704,0.00019182,0.00011236,0.00055932,2
0.058371,0.35403,0.22753,0.049306,0.000361,0.0013104,2
0.015426,0.026115,0.085381,0.0081541,0.0092544,0.015977,2
0.13293,0.078961,0.097844,0.010723,0.02088,0.026618,2
0.24128,0.016282,0.097095,0.0068145,0.020794,0.035816,2
0.046656,0.043431,0.00099856,0.042457,0.018185,0.02955,2
0.53407,0.010858,1e-06,0.00069432,0.00032041,0.00099225,2
0.04024,0.011321,0.0027248,0.008649,0.051166,0.03873,2
0.00076176,0.004624,1.6e-07,0.0095258,0.020036,0.018591,2
